Ikelk vaizda,Rezultatas,Klasiu tikimybes,timestamp
.gradio\flagged\Ikelk vaizda\c9e5d8b01b35290af51c\4FC5uRJM4g0sifV2evTP7F.webp,Prognoze: Train (pasitikejimas: 55.08%),"{""label"": ""Train"", ""confidences"": [{""label"": ""Train"", ""confidence"": 0.5508085489273071}, {""label"": ""Castle"", ""confidence"": 0.2922964096069336}, {""label"": ""Bee"", ""confidence"": 0.1568949967622757}]}",2026-03-23 15:00:44.028801
